,Start Date,Start Price,End Date,End Price,Weekly Returns,Bin Label,News,Basics
0,2023-01-08,46.117515563964844,2023-01-15,46.65198516845703,0.01158929742758752,U2,[],{}
1,2023-01-15,46.65198516845703,2023-01-22,44.647701263427734,-0.042962456962805984,D5,[],{}
2,2023-01-22,44.647701263427734,2023-01-29,46.29884719848633,0.03698165612864601,U4,[],"{""assetTurnoverTTM"": 0.566, ""bookValue"": 41474, ""cashRatio"": 0.3305812417437252, ""currentRatio"": 1.4133, ""ebitPerShare"": 0.7998, ""eps"": 0.6737, ""ev"": 197970.73, ""fcfMargin"": 0.3362, ""fcfPerShareTTM"": 3.7724, ""grossMargin"": 0.62, ""inventoryTurnoverTTM"": 7.7869, ""longtermDebtTotalAsset"": 0.0797, ""longtermDebtTotalCapital"": 0.1516, ""longtermDebtTotalEquity"": 0.1841, ""netDebtToTotalCapital"": -0.0024, ""netDebtToTotalEquity"": -0.0029, ""netMargin"": 0.204, ""operatingMargin"": 0.2422, ""payoutRatioTTM"": 0.5523, ""pb"": 4.7763, ""peTTM"": 17.5272, ""pfcfTTM"": 12.8232, ""pretaxMargin"": 0.2513, ""psTTM"": 3.7263, ""ptbv"": 5.0354, ""quickRatio"": 1.2981, ""receivablesTurnoverTTM"": 7.5728, ""roaTTM"": 0.1203, ""roeTTM"": 0.2792, ""roicTTM"": 0.2276, ""rotcTTM"": 0.2795, ""salesPerShare"": 3.3022, ""sgaToSale"": 0.38, ""tangibleBookValue"": 39340, ""totalDebtToEquity"": 0.2143, ""totalDebtToTotalAsset"": 0.0927, ""totalDebtToTotalCapital"": 0.1765, ""totalRatio"": 1.7629, ""period"": ""2023-01-28""}"
3,2023-01-29,46.29884719848633,2023-02-05,46.41338348388672,0.002473847456921918,U1,[],"{""assetTurnoverTTM"": 0.566, ""bookValue"": 41474, ""cashRatio"": 0.3305812417437252, ""currentRatio"": 1.4133, ""ebitPerShare"": 0.7998, ""eps"": 0.6737, ""ev"": 197970.73, ""fcfMargin"": 0.3362, ""fcfPerShareTTM"": 3.7724, ""grossMargin"": 0.62, ""inventoryTurnoverTTM"": 7.7869, ""longtermDebtTotalAsset"": 0.0797, ""longtermDebtTotalCapital"": 0.1516, ""longtermDebtTotalEquity"": 0.1841, ""netDebtToTotalCapital"": -0.0024, ""netDebtToTotalEquity"": -0.0029, ""netMargin"": 0.204, ""operatingMargin"": 0.2422, ""payoutRatioTTM"": 0.5523, ""pb"": 4.7763, ""peTTM"": 17.5272, ""pfcfTTM"": 12.8232, ""pretaxMargin"": 0.2513, ""psTTM"": 3.7263, ""ptbv"": 5.0354, ""quickRatio"": 1.2981, ""receivablesTurnoverTTM"": 7.5728, ""roaTTM"": 0.1203, ""roeTTM"": 0.2792, ""roicTTM"": 0.2276, ""rotcTTM"": 0.2795, ""salesPerShare"": 3.3022, ""sgaToSale"": 0.38, ""tangibleBookValue"": 39340, ""totalDebtToEquity"": 0.2143, ""totalDebtToTotalAsset"": 0.0927, ""totalDebtToTotalCapital"": 0.1765, ""totalRatio"": 1.7629, ""period"": ""2023-01-28""}"
4,2023-02-05,46.41338348388672,2023-02-12,45.105831146240234,-0.0281718814595886,D3,[],"{""assetTurnoverTTM"": 0.566, ""bookValue"": 41474, ""cashRatio"": 0.3305812417437252, ""currentRatio"": 1.4133, ""ebitPerShare"": 0.7998, ""eps"": 0.6737, ""ev"": 197970.73, ""fcfMargin"": 0.3362, ""fcfPerShareTTM"": 3.7724, ""grossMargin"": 0.62, ""inventoryTurnoverTTM"": 7.7869, ""longtermDebtTotalAsset"": 0.0797, ""longtermDebtTotalCapital"": 0.1516, ""longtermDebtTotalEquity"": 0.1841, ""netDebtToTotalCapital"": -0.0024, ""netDebtToTotalEquity"": -0.0029, ""netMargin"": 0.204, ""operatingMargin"": 0.2422, ""payoutRatioTTM"": 0.5523, ""pb"": 4.7763, ""peTTM"": 17.5272, ""pfcfTTM"": 12.8232, ""pretaxMargin"": 0.2513, ""psTTM"": 3.7263, ""ptbv"": 5.0354, ""quickRatio"": 1.2981, ""receivablesTurnoverTTM"": 7.5728, ""roaTTM"": 0.1203, ""roeTTM"": 0.2792, ""roicTTM"": 0.2276, ""rotcTTM"": 0.2795, ""salesPerShare"": 3.3022, ""sgaToSale"": 0.38, ""tangibleBookValue"": 39340, ""totalDebtToEquity"": 0.2143, ""totalDebtToTotalAsset"": 0.0927, ""totalDebtToTotalCapital"": 0.1765, ""totalRatio"": 1.7629, ""period"": ""2023-01-28""}"
5,2023-02-12,45.105831146240234,2023-02-19,48.455833435058594,0.07426982728590281,U5+,[],{}
6,2023-02-19,48.455833435058594,2023-02-26,46.27021408081055,-0.04510539184466311,D5,[],{}
7,2023-02-26,46.27021408081055,2023-03-05,47.03375244140625,0.01650172526243754,U2,[],{}
8,2023-03-05,47.03375244140625,2023-03-12,46.3465690612793,-0.01461043068981227,D2,[],{}
9,2023-03-12,46.3465690612793,2023-03-19,47.90227508544922,0.03356680021153169,U4,[],{}
