,Start Date,Start Price,End Date,End Price,Weekly Returns,Bin Label,News,Basics
0,2023-01-08,140.1085968017578,2023-01-15,149.0828857421875,0.06405237897805494,U5+,[],{}
1,2023-01-15,149.0828857421875,2023-01-22,150.8179168701172,0.011638030209115469,U2,[],{}
2,2023-01-22,150.8179168701172,2023-01-29,164.05001831054688,0.0877356067172379,U5+,[],{}
3,2023-01-29,164.05001831054688,2023-02-05,170.55137634277344,0.03963034018027045,U4,[],"{""assetTurnoverTTM"": 0.3319, ""bookValue"": 58359, ""cashRatio"": 0.2709821945849909, ""currentRatio"": 1.0195, ""ebitPerShare"": -0.0132, ""eps"": -0.0996, ""ev"": 171555, ""fcfMargin"": 0.3065, ""fcfPerShareTTM"": 6.2567, ""grossMargin"": 0.7495, ""longtermDebtTotalAsset"": 0.0953, ""longtermDebtTotalCapital"": 0.1366, ""longtermDebtTotalEquity"": 0.1614, ""netDebtToTotalCapital"": 0.052, ""netDebtToTotalEquity"": 0.0614, ""netMargin"": -0.0117, ""operatingMargin"": -0.0016, ""pb"": 2.8782, ""peTTM"": 807.5481, ""pfcfTTM"": 26.607, ""pretaxMargin"": 0.0039, ""psTTM"": 5.3576, ""ptbv"": 3.2785, ""quickRatio"": 0.9671, ""receivablesTurnoverTTM"": 2.6431, ""roaTTM"": 0.0022, ""roeTTM"": 0.0035, ""roicTTM"": 0.003, ""rotcTTM"": 0.0077, ""salesPerShare"": 8.5203, ""sgaToSale"": 0.2505, ""tangibleBookValue"": 51234, ""totalDebtToEquity"": 0.1817, ""totalDebtToTotalAsset"": 0.1072, ""totalDebtToTotalCapital"": 0.1537, ""totalRatio"": 2.4413, ""period"": ""2023-01-31""}"
4,2023-02-05,170.55137634277344,2023-02-12,166.55284118652344,-0.023444754548410995,D3,[],"{""assetTurnoverTTM"": 0.3319, ""bookValue"": 58359, ""cashRatio"": 0.2709821945849909, ""currentRatio"": 1.0195, ""ebitPerShare"": -0.0132, ""eps"": -0.0996, ""ev"": 171555, ""fcfMargin"": 0.3065, ""fcfPerShareTTM"": 6.2567, ""grossMargin"": 0.7495, ""longtermDebtTotalAsset"": 0.0953, ""longtermDebtTotalCapital"": 0.1366, ""longtermDebtTotalEquity"": 0.1614, ""netDebtToTotalCapital"": 0.052, ""netDebtToTotalEquity"": 0.0614, ""netMargin"": -0.0117, ""operatingMargin"": -0.0016, ""pb"": 2.8782, ""peTTM"": 807.5481, ""pfcfTTM"": 26.607, ""pretaxMargin"": 0.0039, ""psTTM"": 5.3576, ""ptbv"": 3.2785, ""quickRatio"": 0.9671, ""receivablesTurnoverTTM"": 2.6431, ""roaTTM"": 0.0022, ""roeTTM"": 0.0035, ""roicTTM"": 0.003, ""rotcTTM"": 0.0077, ""salesPerShare"": 8.5203, ""sgaToSale"": 0.2505, ""tangibleBookValue"": 51234, ""totalDebtToEquity"": 0.1817, ""totalDebtToTotalAsset"": 0.1072, ""totalDebtToTotalCapital"": 0.1537, ""totalRatio"": 2.4413, ""period"": ""2023-01-31""}"
5,2023-02-12,166.55284118652344,2023-02-19,164.6981658935547,-0.011135656886763545,D2,[],"{""assetTurnoverTTM"": 0.3319, ""bookValue"": 58359, ""cashRatio"": 0.2709821945849909, ""currentRatio"": 1.0195, ""ebitPerShare"": -0.0132, ""eps"": -0.0996, ""ev"": 171555, ""fcfMargin"": 0.3065, ""fcfPerShareTTM"": 6.2567, ""grossMargin"": 0.7495, ""longtermDebtTotalAsset"": 0.0953, ""longtermDebtTotalCapital"": 0.1366, ""longtermDebtTotalEquity"": 0.1614, ""netDebtToTotalCapital"": 0.052, ""netDebtToTotalEquity"": 0.0614, ""netMargin"": -0.0117, ""operatingMargin"": -0.0016, ""pb"": 2.8782, ""peTTM"": 807.5481, ""pfcfTTM"": 26.607, ""pretaxMargin"": 0.0039, ""psTTM"": 5.3576, ""ptbv"": 3.2785, ""quickRatio"": 0.9671, ""receivablesTurnoverTTM"": 2.6431, ""roaTTM"": 0.0022, ""roeTTM"": 0.0035, ""roicTTM"": 0.003, ""rotcTTM"": 0.0077, ""salesPerShare"": 8.5203, ""sgaToSale"": 0.2505, ""tangibleBookValue"": 51234, ""totalDebtToEquity"": 0.1817, ""totalDebtToTotalAsset"": 0.1072, ""totalDebtToTotalCapital"": 0.1537, ""totalRatio"": 2.4413, ""period"": ""2023-01-31""}"
6,2023-02-19,164.6981658935547,2023-02-26,161.73663330078125,-0.017981576034595825,D2,[],{}
7,2023-02-26,161.73663330078125,2023-03-05,185.8974151611328,0.1493834845406965,U5+,[],{}
8,2023-03-05,185.8974151611328,2023-03-12,172.68527221679688,-0.07107222514570133,D5+,[],{}
9,2023-03-12,172.68527221679688,2023-03-19,184.3219451904297,0.06738659773500322,U5+,[],{}
