,Start Date,Start Price,End Date,End Price,Weekly Returns,Bin Label,News,Basics
0,2023-01-08,128.41221618652344,2023-01-15,133.50433349609375,0.039654461707707256,U4,[],{}
1,2023-01-15,133.50433349609375,2023-01-22,136.58535766601562,0.023078083604020527,U3,[],{}
2,2023-01-22,136.58535766601562,2023-01-29,144.57025146484375,0.05846083310301187,U5+,[],{}
3,2023-01-29,144.57025146484375,2023-02-05,153.06040954589844,0.05872686804532057,U5+,[],{}
4,2023-02-05,153.06040954589844,2023-02-12,149.8313446044922,-0.02109666994219006,D3,[],{}
5,2023-02-12,149.8313446044922,2023-02-19,151.35931396484375,0.01019792864026492,U2,[],{}
6,2023-02-19,151.35931396484375,2023-02-26,145.56491088867188,-0.03828243485245808,D4,[],{}
7,2023-02-26,145.56491088867188,2023-03-05,149.8511962890625,0.029445869710103212,U3,[],{}
8,2023-03-05,149.8511962890625,2023-03-12,147.34092712402344,-0.016751745913304306,D2,[],{}
9,2023-03-12,147.34092712402344,2023-03-19,153.79019165039062,0.043771032612945016,U5,[],{}
10,2023-03-19,153.79019165039062,2023-03-26,158.99923706054688,0.03387111592914782,U4,[],{}
11,2023-03-26,158.99923706054688,2023-04-02,163.61294555664062,0.029017173801512364,U3,[],"{""assetTurnoverTTM"": 1.126, ""bookValue"": 62158, ""cashRatio"": 0.20559650218613368, ""currentRatio"": 0.9404, ""ebitPerShare"": 1.787, ""eps"": 1.5246, ""ev"": 2697686.5, ""fcfMargin"": 0.2704, ""fcfPerShareTTM"": 6.2003, ""grossMargin"": 0.4426, ""inventoryTurnoverTTM"": 33.8135, ""longtermDebtTotalAsset"": 0.2922, ""longtermDebtTotalCapital"": 0.5649, ""longtermDebtTotalEquity"": 1.5612, ""netDebtToTotalCapital"": 0.4944, ""netDebtToTotalEquity"": 1.3663, ""netMargin"": 0.2548, ""operatingMargin"": 0.2986, ""payoutRatioTTM"": 0.1583, ""pb"": 42.0341, ""peTTM"": 27.7007, ""pfcfTTM"": 26.8003, ""pretaxMargin"": 0.2993, ""psTTM"": 6.7847, ""quickRatio"": 0.878, ""receivablesTurnoverTTM"": 19.8754, ""roaTTM"": 0.2758, ""roeTTM"": 1.6572, ""roicTTM"": 0.5483, ""rotcTTM"": 0.6528, ""salesPerShare"": 5.9845, ""sgaToSale"": 0.5574, ""totalDebtToEquity"": 1.7635, ""totalDebtToTotalAsset"": 0.33, ""totalDebtToTotalCapital"": 0.6381, ""totalRatio"": 1.2302, ""period"": ""2023-04-01""}"
