,Start Date,Start Price,End Date,End Price,Weekly Returns,Bin Label,News,Basics
0,2023-01-01,0.3387629985809326,2023-01-08,0.3453580141067505,0.019467933491686518,U2,[],{}
1,2023-01-08,0.3453580141067505,2023-01-15,0.38488098978996277,0.11444059228055359,U5+,[],{}
2,2023-01-15,0.38488098978996277,2023-01-22,0.400967001914978,0.041794769166940915,U5,[],{}
3,2023-01-22,0.400967001914978,2023-01-29,0.41376399993896484,0.031915339573754586,U4,[],{}
4,2023-01-29,0.41376399993896484,2023-02-05,0.3989369869232178,-0.03583446848429117,D4,[],{}
5,2023-02-05,0.3989369869232178,2023-02-12,0.3752819895744324,-0.05929507196418016,D5+,[],{}
6,2023-02-12,0.3752819895744324,2023-02-19,0.38631701469421387,0.02940462219435358,U3,[],{}
7,2023-02-19,0.38631701469421387,2023-02-26,0.37804099917411804,-0.02142286051430231,D3,[],{}
8,2023-02-26,0.37804099917411804,2023-03-05,0.3671939969062805,-0.028692661091083482,D3,[],{}
9,2023-03-05,0.3671939969062805,2023-03-12,0.37331798672676086,0.016677804844514865,U2,[],{}
10,2023-03-12,0.37331798672676086,2023-03-19,0.3884649872779846,0.04057399077936785,U5,[],{}
11,2023-03-19,0.3884649872779846,2023-03-26,0.44881701469421387,0.15536027542436281,U5+,[],{}
12,2023-03-26,0.44881701469421387,2023-04-02,0.5189530253410339,0.15626860914487573,U5+,[],{}
13,2023-04-02,0.5189530253410339,2023-04-09,0.5058339834213257,-0.025279825493043417,D3,[],{}
14,2023-04-09,0.5058339834213257,2023-04-16,0.5213919878005981,0.03075713552110959,U4,[],{}
15,2023-04-16,0.5213919878005981,2023-04-23,0.4650160074234009,-0.1081259046864329,D5+,[],{}
16,2023-04-23,0.4650160074234009,2023-04-30,0.4723320007324219,0.01573277735009171,U2,[],{}
17,2023-04-30,0.4723320007324219,2023-05-07,0.45036399364471436,-0.04650967339422862,D5,[],{}
18,2023-05-07,0.45036399364471436,2023-05-14,0.4258599877357483,-0.05440933612534071,D5+,[],{}
19,2023-05-14,0.4258599877357483,2023-05-21,0.4575499892234802,0.0744141323448213,U5+,[],{}
20,2023-05-21,0.4575499892234802,2023-05-28,0.48288899660110474,0.0553797573476682,U5+,[],{}
21,2023-05-28,0.48288899660110474,2023-06-04,0.5359110236167908,0.10980168814963776,U5+,[],{}
22,2023-06-04,0.5359110236167908,2023-06-11,0.5212209820747375,-0.027411344224479883,D3,[],{}
23,2023-06-11,0.5212209820747375,2023-06-18,0.4875729978084564,-0.0645560816303753,D5+,[],{}
24,2023-06-18,0.4875729978084564,2023-06-25,0.4902769923210144,0.005545824983565373,U1,[],{}
25,2023-06-25,0.4902769923210144,2023-07-02,0.4844929873943329,-0.01179742271669637,D2,[],{}
26,2023-07-02,0.4844929873943329,2023-07-09,0.4685499966144562,-0.032906546007239856,D4,[],{}
27,2023-07-09,0.4685499966144562,2023-07-16,0.7468600273132324,0.5939815018882224,U5+,[],{}
28,2023-07-16,0.7468600273132324,2023-07-23,0.7386829853057861,-0.010948560250121475,D2,[],{}
29,2023-07-23,0.7386829853057861,2023-07-30,0.7051360011100769,-0.04541458902268081,D5,[],{}
30,2023-07-30,0.7051360011100769,2023-08-06,0.6230869889259338,-0.11635913079884663,D5+,[],{}
31,2023-08-06,0.6230869889259338,2023-08-13,0.6261019706726074,0.004838781422592087,U1,[],{}
32,2023-08-13,0.6261019706726074,2023-08-20,0.5395470261573792,-0.13824416559852737,D5+,[],{}
33,2023-08-20,0.5395470261573792,2023-08-27,0.5238440036773682,-0.029104084942969566,D3,[],{}
34,2023-08-27,0.5238440036773682,2023-09-03,0.5050489902496338,-0.035879027526885876,D4,[],{}
35,2023-09-03,0.5050489902496338,2023-09-10,0.49781399965286255,-0.014325324347634338,D2,[],{}
36,2023-09-10,0.49781399965286255,2023-09-17,0.4930410087108612,-0.00958790019029132,D1,[],{}
37,2023-09-17,0.4930410087108612,2023-09-24,0.5023880004882812,0.018957838419687123,U2,[],{}
38,2023-09-24,0.5023880004882812,2023-10-01,0.5242040157318115,0.04342463439080313,U5,[],{}
39,2023-10-01,0.5242040157318115,2023-10-08,0.5179610252380371,-0.011909467128096929,D2,"[{""date"": ""20231006082019"", ""headline"": ""Ripple: Sell The SEC Decision"", ""summary"": ""Ripple's win in the SEC case declares XRP not a security, causing price volatility. Read why I believe it's better to sell XRP in the current scenario.""}]",{}
40,2023-10-08,0.5179610252380371,2023-10-15,0.4878459870815277,-0.05814151391539457,D5+,[],{}
41,2023-10-15,0.4878459870815277,2023-10-22,0.5224869847297668,0.07100806107983826,U5+,[],{}
42,2023-10-22,0.5224869847297668,2023-10-29,0.5563939809799194,0.06489538924627847,U5+,"[{""date"": ""20231026033000"", ""headline"": ""Flight-To-Safety Assets: Are They Really Safe?"", ""summary"": ""Supposedly safe bonds are being sold. The Mid-East upheaval and recession fears should mean Treasuries get a strong bid. Stocks are declining while gold and crypto continue in the ascendent.""}]",{}
43,2023-10-29,0.5563939809799194,2023-11-05,0.6611469984054565,0.18827129876755033,U5+,"[{""date"": ""20231103065251"", ""headline"": ""The S&P 500 Needs To Hold This Key Level - Otherwise It's Time To Batten Down The Hatches (Technical Analysis)"", ""summary"": ""Consider alternative investments like gold & Bitcoin if S&P 500 support collapses. Click here to read what investors need to know.""}]",{}
44,2023-11-05,0.6611469984054565,2023-11-12,0.6615359783172607,0.0005883410387437227,U1,[],{}
45,2023-11-12,0.6615359783172607,2023-11-19,0.627498984336853,-0.05145146310407356,D5+,[],{}
