,Start Date,Start Price,End Date,End Price,Weekly Returns,Bin Label,News,Basics
0,2023-01-01,10.865915298461914,2023-01-08,12.072585105895996,0.11105091235203046,U5+,[],{}
1,2023-01-08,12.072585105895996,2023-01-15,16.797117233276367,0.39134386595237247,U5+,[],{}
2,2023-01-15,16.797117233276367,2023-01-22,17.362272262573242,0.033645953734088296,U4,[],{}
3,2023-01-22,17.362272262573242,2023-01-29,21.07977867126465,0.2141140486954003,U5+,[],{}
4,2023-01-29,21.07977867126465,2023-02-05,20.108016967773438,-0.04609923655488324,D5,[],{}
5,2023-02-05,20.108016967773438,2023-02-12,17.76869773864746,-0.11633763950344478,D5+,[],{}
6,2023-02-12,17.76869773864746,2023-02-19,19.80207633972168,0.11443599474662447,U5+,[],{}
7,2023-02-19,19.80207633972168,2023-02-26,18.44385528564453,-0.06858983021657405,D5+,[],{}
8,2023-02-26,18.44385528564453,2023-03-05,16.159337997436523,-0.12386332753251017,D5+,[],{}
9,2023-03-05,16.159337997436523,2023-03-12,16.256580352783203,0.006017719003223121,U1,[],{}
10,2023-03-12,16.256580352783203,2023-03-19,17.563106536865234,0.08036906629372065,U5+,[],{}
11,2023-03-19,17.563106536865234,2023-03-26,17.13402557373047,-0.024430812523633993,D3,[],{}
12,2023-03-26,17.13402557373047,2023-04-02,17.263288497924805,0.00754422383917297,U1,[],{}
13,2023-04-02,17.263288497924805,2023-04-09,17.560928344726562,0.017241202152042945,U2,[],{}
14,2023-04-09,17.560928344726562,2023-04-16,20.20197868347168,0.15039354907100955,U5+,[],{}
15,2023-04-16,20.20197868347168,2023-04-23,16.86546516418457,-0.16515775863167748,D5+,[],{}
16,2023-04-23,16.86546516418457,2023-04-30,17.166259765625,0.01783494250008566,U2,[],{}
17,2023-04-30,17.166259765625,2023-05-07,16.447729110717773,-0.041857146793622846,D5,[],{}
18,2023-05-07,16.447729110717773,2023-05-14,15.03024959564209,-0.08618086457613272,D5+,[],{}
19,2023-05-14,15.03024959564209,2023-05-21,14.313434600830078,-0.04769148976872928,D5,[],{}
20,2023-05-21,14.313434600830078,2023-05-28,14.935823440551758,0.04348284371143074,U5,[],{}
21,2023-05-28,14.935823440551758,2023-06-04,14.782492637634277,-0.010265975861844856,D2,[],{}
22,2023-06-04,14.782492637634277,2023-06-11,11.575257301330566,-0.2169617408189004,D5+,[],{}
23,2023-06-11,11.575257301330566,2023-06-18,11.342635154724121,-0.020096498984925826,D3,[],{}
24,2023-06-18,11.342635154724121,2023-06-25,13.442519187927246,0.18513193843923825,U5+,[],{}
25,2023-06-25,13.442519187927246,2023-07-02,13.119144439697266,-0.024056112080569236,D3,[],{}
26,2023-07-02,13.119144439697266,2023-07-09,13.607531547546387,0.03722705471336285,U4,[],{}
27,2023-07-09,13.607531547546387,2023-07-16,14.28956413269043,0.05012169788186327,U5+,[],{}
28,2023-07-16,14.28956413269043,2023-07-23,13.560688972473145,-0.051007515236229484,D5+,[],{}
29,2023-07-23,13.560688972473145,2023-07-30,13.128493309020996,-0.03187121718737618,D4,[],{}
30,2023-07-30,13.128493309020996,2023-08-06,12.572416305541992,-0.04235649822031795,D5,[],{}
31,2023-08-06,12.572416305541992,2023-08-13,12.274397850036621,-0.02370415107667112,D3,[],{}
32,2023-08-13,12.274397850036621,2023-08-20,10.873089790344238,-0.114165116432836,D5+,[],{}
33,2023-08-20,10.873089790344238,2023-08-27,10.19877815246582,-0.06201656115056042,D5+,[],{}
34,2023-08-27,10.19877815246582,2023-09-03,9.884934425354004,-0.030772679081752186,D4,[],{}
35,2023-09-03,9.884934425354004,2023-09-10,9.474143028259277,-0.04155732141642554,D5,[],{}
36,2023-09-10,9.474143028259277,2023-09-17,9.106959342956543,-0.03875640089108923,D4,[],{}
37,2023-09-17,9.106959342956543,2023-09-24,8.787721633911133,-0.03505425872932144,D4,[],{}
38,2023-09-24,8.787721633911133,2023-10-01,9.739897727966309,0.10835301045276657,U5+,[],{}
39,2023-10-01,9.739897727966309,2023-10-08,10.096406936645508,0.03660297249893585,U4,"[{""date"": ""20231007203000"", ""headline"": ""VanEck Monthly Crypto Recap For September 2023"", ""summary"": ""Digital assets outperformed other risk assets in September for the first time since May. Among tokens, large-caps\u00e2\u0080\u0099 outperformance surged to all-time highs vs. small-caps.""}]",{}
40,2023-10-08,10.096406936645508,2023-10-15,9.17321491241455,-0.09143767976310235,D5+,"[{""date"": ""20231007203000"", ""headline"": ""VanEck Monthly Crypto Recap For September 2023"", ""summary"": ""Digital assets outperformed other risk assets in September for the first time since May. Among tokens, large-caps\u00e2\u0080\u0099 outperformance surged to all-time highs vs. small-caps.""}]",{}
41,2023-10-15,9.17321491241455,2023-10-22,10.063459396362305,0.0970482532512067,U5+,[],{}
42,2023-10-22,10.063459396362305,2023-10-29,11.361387252807617,0.12897432238008344,U5+,[],{}
43,2023-10-29,11.361387252807617,2023-11-05,12.366694450378418,0.08848454640276171,U5+,[],{}
44,2023-11-05,12.366694450378418,2023-11-12,18.845966339111328,0.5239291643155819,U5+,"[{""date"": ""20231111040000"", ""headline"": ""VanEck Crypto Monthly Recap For October 2023"", ""summary"": ""Amidst the sharp sell-off in U.S. government debt, Bitcoin\u00e2\u0080\u0099s performance is gaining newfound attention. Click here to read more in VanEck's Crypto Monthly Recap.""}]",{}
45,2023-11-12,18.845966339111328,2023-11-19,22.85964584350586,0.21297286815507466,U5+,[],{}
46,2023-11-19,22.85964584350586,2023-11-26,21.110458374023438,-0.07651857257357053,D5+,[],{}
